1.0, 1470, 1483, 1
1.0, 125, 2862, 0
1.0, 576, 1581, 0
1.0, 1465, 1907, 0
1.0, 944, 981, 0
1.0, 5000, 5000, 0
1.0, 227, 107, 0
1.0, 335, 5000, 0
1.0, 2128, 4342, 0
1.0, 1079, 387, 0
1.0, 947, 5000, 0
1.0, 1117, 1309, 0
1.0, 85, 388, 0
1.0, 158, 31, 0
1.0, 1761, 3148, 0
1.0, 1050, 2005, 0
1.0, 55, 668, 0
1.0, 5000, 5000, 0
1.0, 547, 1039, 0
1.0, 5000, 5000, 0
1.0, 775, 573, 0
1.0, 0, 312, 0
1.0, 47, 108, 0
1.0, 4724, 4050, 0
1.0, 969, 118, 0
1.0, 5000, 5000, 0
1.0, 896, 1112, 0
1.0, 750, 5000, 1
1.0, 1288, 406, 0
1.0, 3820, 5000, 0
1.0, 182, 324, 0
1.0, 5000, 5000, 1
1.0, 170, 146, 0
1.0, 209, 5000, 1
1.0, 492, 1836, 0
1.0, 82, 685, 0
1.0, 2268, 5000, 1
1.0, 617, 130, 0
1.0, 96, 37, 0
1.0, 861, 5000, 1
1.0, 0, 848, 0
1.0, 1007, 5000, 1
1.0, 5000, 5000, 1
1.0, 5000, 5000, 0
1.0, 885, 5000, 1
1.0, 534, 2022, 0
1.0, 4989, 811, 0
1.0, 2324, 602, 0
1.0, 212, 5000, 0
1.0, 95, 5000, 1
1.0, 5000, 5000, 1
1.0, 721, 5000, 0
1.0, 318, 5000, 0
1.0, 488, 3069, 0
1.0, 11, 194, 0
1.0, 20, 2, 0
1.0, 4358, 5000, 1
1.0, 1810, 425, 0
1.0, 15, 597, 0
1.0, 956, 5000, 1
1.0, 62, 2221, 0
1.0, 19, 348, 0
1.0, 388, 265, 0
1.0, 5000, 5000, 0
1.0, 2555, 1600, 0
1.0, 13, 11, 0
1.0, 725, 5000, 1
1.0, 4990, 434, 0
1.0, 2, 4, 0
1.0, 67, 50, 0
1.0, 835, 1341, 0
1.0, 95, 15, 0
1.0, 14, 15, 0
1.0, 860, 270, 0
1.0, 9, 8, 0
1.0, 4281, 770, 0
1.0, 1721, 5000, 0
1.0, 146, 4, 0
1.0, 1502, 1839, 0
1.0, 116, 5000, 0
1.0, 5000, 5000, 0
1.0, 5000, 5000, 0
1.0, 50, 3598, 0
1.0, 248, 4918, 0
1.0, 1246, 2984, 0
1.0, 1886, 1030, 0
1.0, 2027, 1293, 0
1.0, 228, 143, 0
1.0, 5000, 5000, 0
1.0, 3590, 2148, 0
1.0, 3666, 1746, 0
1.0, 45, 77, 0
1.0, 5000, 4620, 0
1.0, 5000, 5000, 0
1.0, 1, 62, 0
1.0, 5000, 5000, 0
1.0, 396, 122, 0
1.0, 5000, 5000, 0
1.0, 242, 269, 0
1.0, 321, 364, 0
1.0, 1, 3688, 0
1.0, 5000, 586, 0
1.0, 151, 5000, 0
1.0, 46, 76, 0
1.0, 1322, 402, 0
1.0, 4620, 3400, 0
1.0, 68, 357, 0
1.0, 735, 394, 0
1.0, 1529, 1474, 0
1.0, 5000, 5000, 0
1.0, 3920, 1269, 0
1.0, 276, 15, 0
1.0, 921, 697, 0
1.0, 4817, 2914, 0
1.0, 2047, 2239, 0
1.0, 3158, 5000, 0
1.0, 4244, 3684, 0
1.0, 54, 4, 0
1.0, 697, 5000, 0
1.0, 35, 26, 0
1.0, 506, 93, 0
1.0, 5000, 5000, 0
1.0, 591, 40, 0
1.0, 1, 12, 0
1.0, 502, 170, 0
1.0, 6, 250, 0
1.0, 347, 173, 0
1.0, 4059, 1790, 0
1.0, 5000, 5000, 0
1.0, 362, 69, 0
1.0, 27, 105, 0
1.0, 627, 1126, 0
1.0, 565, 438, 0
1.0, 2749, 1662, 0
1.0, 2557, 2426, 0
1.0, 2897, 2099, 0
1.0, 1045, 426, 0
1.0, 2030, 2649, 0
1.0, 2044, 873, 0
1.0, 1464, 355, 0
1.0, 183, 178, 0
1.0, 686, 810, 0
1.0, 384, 913, 0
1.0, 755, 453, 0
1.0, 6, 598, 0
1.0, 1570, 1856, 0
1.0, 2365, 244, 0
1.0, 863, 2337, 0
1.0, 4812, 2685, 0
1.0, 219, 341, 0
1.0, 2559, 1297, 0
1.0, 306, 5000, 0
1.0, 2299, 591, 0
1.0, 1808, 831, 0
1.0, 1909, 1045, 0
1.0, 1005, 467, 0
1.0, 1593, 709, 0
1.0, 5000, 5000, 0
1.0, 5000, 5000, 0
1.0, 1978, 3279, 0
1.0, 4993, 2926, 0
1.0, 738, 5000, 1
1.0, 362, 246, 0
1.0, 5000, 5000, 0
1.0, 218, 611, 0
1.0, 494, 71, 0
1.0, 1440, 5000, 0
1.0, 976, 1376, 0
1.0, 186, 24, 0
1.0, 2177, 660, 0
1.0, 222, 732, 0
1.0, 578, 316, 0
1.0, 606, 410, 0
1.0, 5000, 5000, 0
1.0, 142, 68, 0
1.0, 3608, 3561, 0
1.0, 1342, 1143, 0
1.0, 1683, 832, 0
1.0, 1, 334, 0
1.0, 2298, 4956, 0
1.0, 1438, 1618, 0
1.0, 0, 17, 0
1.0, 277, 3201, 0
1.0, 121, 47, 0
1.0, 254, 103, 0
1.0, 994, 455, 0
1.0, 3014, 1470, 0
1.0, 1007, 478, 0
1.0, 1965, 913, 0
1.0, 366, 143, 0
1.0, 5000, 460, 0
1.0, 19, 137, 0
1.0, 4999, 2270, 0
1.0, 5000, 5000, 0
1.0, 1312, 303, 0
1.0, 5000, 5000, 0
1.0, 606, 484, 0
1.0, 3584, 3636, 0
1.0, 4623, 935, 0
1.0, 1919, 1156, 0
1.0, 920, 770, 0
1.0, 19, 3, 0
1.0, 5000, 5000, 0
1.0, 111, 5000, 1
1.0, 22, 105, 0
1.0, 62, 137, 0
1.0, 50, 145, 0
1.0, 70, 165, 0
1.0, 14, 260, 0
1.0, 1527, 1336, 0
1.0, 36, 67, 0
1.0, 14, 134, 0
1.0, 1247, 5000, 1
1.0, 703, 406, 0
1.0, 11, 69, 0
1.0, 27, 722, 0
1.0, 510, 269, 0
1.0, 5000, 5000, 0
1.0, 21, 2, 0
1.0, 784, 5000, 1
1.0, 0, 0, 0
1.0, 499, 545, 0
1.0, 5000, 5000, 0
1.0, 37, 39, 0
1.0, 743, 5000, 0
1.0, 0, 49, 0
1.0, 96, 5000, 1
1.0, 119, 63, 0
1.0, 3666, 3129, 0
1.0, 394, 536, 0
1.0, 14, 3, 0
1.0, 47, 14, 0
1.0, 250, 1337, 0
1.0, 2541, 1420, 0
1.0, 30, 51, 0
1.0, 31, 1110, 0
1.0, 1150, 679, 0
1.0, 21, 271, 0
1.0, 5000, 5000, 0
1.0, 43, 2220, 0
1.0, 4575, 5000, 0
1.0, 66, 32, 0
1.0, 1364, 186, 0
1.0, 905, 780, 0
1.0, 1167, 518, 0
1.0, 711, 279, 0
1.0, 40, 6, 0
1.0, 368, 5000, 1
1.0, 2051, 209, 0
1.0, 92, 35, 0
1.0, 164, 136, 0
1.0, 5000, 5000, 0
1.0, 4936, 2894, 0
1.0, 5000, 5000, 0
1.0, 140, 151, 0
1.0, 13, 2679, 0
1.0, 13, 4, 0
1.0, 126, 78, 0
1.0, 5000, 5000, 0
1.0, 750, 890, 0
1.0, 243, 678, 0
1.0, 723, 1257, 0
1.0, 1528, 741, 0
1.0, 12, 209, 0
1.0, 803, 5000, 1
1.0, 274, 5000, 1
1.0, 0, 2, 0
1.0, 140, 296, 0
1.0, 63, 4, 0
1.0, 33, 28, 0
1.0, 2738, 4824, 1
1.0, 1815, 3163, 0
1.0, 902, 180, 0
1.0, 59, 5000, 0
1.0, 2913, 384, 0
1.0, 0, 2, 0
1.0, 0, 3, 0
1.0, 7, 83, 0
1.0, 13, 537, 0
1.0, 0, 12, 0
1.0, 1104, 645, 0
1.0, 4, 23, 0
1.0, 80, 2, 0
1.0, 363, 5000, 0
1.0, 234, 515, 0
1.0, 2644, 245, 0
1.0, 1205, 293, 0
1.0, 74, 477, 0
1.0, 1047, 753, 0
1.0, 289, 264, 0
1.0, 2709, 237, 0
1.0, 355, 345, 0
1.0, 532, 1145, 0
1.0, 655, 288, 0
1.0, 829, 728, 0
1.0, 71, 28, 0
1.0, 190, 263, 0
1.0, 661, 5000, 1
1.0, 818, 261, 0
1.0, 704, 798, 0
1.0, 357, 1894, 0
1.0, 207, 1254, 0
1.0, 199, 32, 0
1.0, 1403, 564, 0
1.0, 1133, 5000, 0
1.0, 1678, 1587, 0
1.0, 2535, 1895, 0
1.0, 1005, 557, 0
1.0, 106, 63, 0
1.0, 1892, 49, 0
1.0, 1149, 4024, 0
1.0, 502, 684, 0
1.0, 540, 387, 0
1.0, 2349, 1904, 0
1.0, 30, 12, 0
1.0, 267, 157, 0
1.0, 1095, 1321, 0
1.0, 160, 228, 0
1.0, 4547, 3175, 0
1.0, 100, 338, 0
1.0, 283, 548, 0
1.0, 4113, 4554, 0
1.0, 688, 453, 0
1.0, 26, 4, 0
1.0, 749, 543, 0
1.0, 1496, 760, 0
1.0, 860, 276, 0
1.0, 13, 10, 0
1.0, 809, 71, 0
1.0, 57, 1725, 0
1.0, 92, 15, 0
1.0, 71, 45, 0
1.0, 5000, 5000, 0
1.0, 595, 918, 0
1.0, 993, 573, 0
1.0, 871, 338, 0
1.0, 627, 1038, 0
1.0, 0, 9, 0
1.0, 152, 569, 0
1.0, 1067, 628, 0
1.0, 5000, 5000, 0
1.0, 1157, 978, 0
1.0, 4340, 1018, 0
1.0, 621, 257, 0
1.0, 5000, 5000, 0
1.0, 2529, 2367, 0
1.0, 69, 17, 0
1.0, 3279, 1436, 0
1.0, 429, 100, 0
1.0, 18, 1, 0
1.0, 355, 332, 0
1.0, 892, 258, 0
1.0, 864, 408, 0
1.0, 28, 164, 0
1.0, 2330, 2278, 0
1.0, 573, 606, 0
1.0, 110, 21, 0
1.0, 365, 55, 0
1.0, 19, 1, 0
1.0, 32, 38, 0
1.0, 1029, 160, 0
1.0, 52, 95, 0
1.0, 106, 60, 0
1.0, 1571, 1564, 0
1.0, 975, 765, 0
1.0, 2936, 2013, 0
1.0, 1820, 751, 0
1.0, 65, 51, 0
1.0, 4752, 4163, 0
1.0, 396, 490, 0
1.0, 1204, 2599, 0
